Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
19,0.505,0.285,0.425,0.14,0.85,0.275,0.1625
10,0.395,0.085,0.295,0.1,0.2715,0.134,0.0325
10,0.41,0.12,0.325,0.105,0.3635,0.159,0.077
9,0.56,0.275,0.455,0.19,0.714,0.283,0.129
13,0.565,0.39,0.435,0.185,0.9815,0.329,0.136
16,0.565,0.375,0.455,0.185,0.9265,0.354,0.1575
12,0.605,0.375,0.5,0.175,1.098,0.4765,0.232
18,0.565,0.26,0.455,0.15,0.8205,0.365,0.159
16,0.725,0.58,0.565,0.215,1.891,0.6975,0.4725
16,0.675,0.42,0.535,0.16,1.41,0.592,0.3175
17,0.665,0.36,0.555,0.195,1.4385,0.581,0.354
11,0.565,0.255,0.49,0.155,0.9245,0.405,0.2195
14,0.645,0.33,0.55,0.175,1.2915,0.57,0.3045
11,0.575,0.24,0.47,0.14,0.8375,0.3485,0.1735
15,0.64,0.39,0.54,0.175,1.221,0.51,0.259
9,0.36,0.08,0.28,0.105,0.199,0.0695,0.045
10,0.415,0.0995,0.31,0.11,0.2965,0.123,0.057
11,0.525,0.235,0.41,0.135,0.7085,0.293,0.1525
11,0.38,0.075,0.285,0.1,0.2665,0.115,0.061
12,0.585,0.265,0.465,0.17,0.9915,0.3865,0.224
6,0.24,0.025,0.185,0.07,0.0715,0.026,0.018
5,0.22,0.02,0.165,0.055,0.0545,0.0215,0.012
6,0.255,0.025,0.195,0.07,0.0735,0.0255,0.02
5,0.175,0.008,0.125,0.05,0.0235,0.008,0.0035
12,0.67,0.4,0.55,0.19,1.3905,0.5425,0.3035
13,0.655,0.41,0.53,0.195,1.388,0.567,0.2735
17,0.68,0.625,0.55,0.21,1.7445,0.5975,0.305
21,0.675,0.465,0.555,0.2,1.4385,0.545,0.2665
9,0.53,0.2185,0.44,0.135,0.7835,0.313,0.1715
10,0.515,0.177,0.405,0.12,0.646,0.2895,0.1405
9,0.43,0.1045,0.34,0.12,0.3575,0.151,0.0645
11,0.52,0.181,0.405,0.12,0.627,0.2645,0.1415
10,0.545,0.2765,0.415,0.16,0.7715,0.272,0.1455
17,0.53,0.2645,0.415,0.175,0.7395,0.261,0.1395
9,0.465,0.1345,0.35,0.115,0.421,0.1565,0.091
17,0.665,0.415,0.54,0.175,1.347,0.4955,0.254
21,0.735,0.58,0.59,0.225,1.756,0.637,0.3405
16,0.66,0.455,0.545,0.185,1.32,0.5305,0.2635
29,0.7,0.475,0.585,0.185,1.8075,0.7055,0.3215
17,0.575,0.3,0.4,0.155,0.9325,0.3605,0.2445
15,0.57,0.24,0.465,0.125,0.849,0.3785,0.1765
19,0.58,0.26,0.46,0.15,0.9955,0.429,0.212
12,0.63,0.305,0.48,0.145,1.0115,0.4235,0.237
13,0.585,0.315,0.465,0.14,0.908,0.381,0.1615
11,0.55,0.29,0.45,0.13,0.92,0.378,0.2385
15,0.625,0.36,0.515,0.15,1.2415,0.5235,0.3065
11,0.54,0.235,0.42,0.135,0.8075,0.3485,0.1795
14,0.57,0.285,0.455,0.165,1.0595,0.44,0.2195
14,0.59,0.285,0.455,0.145,1.073,0.475,0.19
13,0.58,0.29,0.46,0.13,0.921,0.357,0.181
11,0.655,0.41,0.51,0.155,1.2895,0.5345,0.2855
15,0.655,0.415,0.53,0.175,1.2635,0.486,0.2635
17,0.625,0.37,0.5,0.195,1.369,0.5875,0.2185
15,0.625,0.305,0.5,0.15,0.953,0.3445,0.2235
12,0.64,0.48,0.52,0.175,1.248,0.4245,0.2595
19,0.605,0.3,0.485,0.165,1.0105,0.435,0.209
11,0.615,0.345,0.525,0.155,1.0385,0.427,0.2315
10,0.555,0.305,0.45,0.175,0.874,0.3275,0.202
12,0.58,0.245,0.44,0.18,0.854,0.3665,0.1635
23,0.62,0.395,0.52,0.225,1.1835,0.378,0.27
15,0.62,0.36,0.47,0.225,1.115,0.378,0.2145
13,0.6,0.36,0.505,0.19,1.129,0.4385,0.256
17,0.625,0.42,0.485,0.19,1.1745,0.4385,0.2305
15,0.6,0.315,0.47,0.175,1.105,0.4865,0.247
12,0.56,0.305,0.46,0.235,0.8395,0.3325,0.157
15,0.585,0.365,0.455,0.225,1.055,0.3815,0.221
11,0.56,0.25,0.435,0.18,0.889,0.36,0.204
16,0.56,0.275,0.445,0.155,0.8735,0.3005,0.209
10,0.68,0.34,0.53,0.185,1.1095,0.439,0.245
10,0.455,0.135,0.35,0.14,0.5185,0.221,0.1265
10,0.49,0.21,0.38,0.145,0.6725,0.249,0.181
6,0.31,0.045,0.22,0.085,0.146,0.061,0.0365
5,0.275,0.025,0.195,0.07,0.08,0.031,0.0215
6,0.27,0.03,0.195,0.08,0.1,0.0385,0.0195
9,0.4,0.075,0.29,0.115,0.2795,0.1115,0.0575
5,0.28,0.03,0.2,0.08,0.0915,0.033,0.0215
4,0.325,0.045,0.23,0.09,0.147,0.06,0.034
6,0.345,0.055,0.25,0.09,0.203,0.078,0.059
3,0.21,0.01,0.15,0.05,0.0385,0.0155,0.0085
5,0.36,0.055,0.27,0.09,0.1885,0.0845,0.0385
9,0.365,0.07,0.26,0.115,0.218,0.0935,0.0445
5,0.2,0.01,0.14,0.055,0.035,0.0145,0.008
4,0.235,0.015,0.16,0.06,0.0545,0.0265,0.0095
4,0.175,0.005,0.125,0.04,0.024,0.0095,0.006
3,0.155,0.005,0.11,0.04,0.0155,0.0065,0.003
14,0.57,0.235,0.445,0.155,0.733,0.282,0.159
12,0.57,0.26,0.45,0.16,0.9715,0.3965,0.255
9,0.385,0.085,0.3,0.095,0.24,0.0885,0.059
20,0.53,0.205,0.42,0.185,0.752,0.299,0.156
13,0.46,0.13,0.355,0.13,0.458,0.192,0.1055
12,0.47,0.155,0.37,0.12,0.4705,0.1845,0.1055
9,0.435,0.11,0.335,0.11,0.38,0.1695,0.086
10,0.47,0.145,0.37,0.14,0.4985,0.2095,0.1225
11,0.465,0.155,0.38,0.13,0.454,0.1895,0.08
11,0.52,0.179,0.405,0.14,0.5775,0.2,0.145
7,0.29,0.04,0.23,0.075,0.1165,0.043,0.0255
5,0.275,0.0325,0.205,0.07,0.094,0.0335,0.02
10,0.375,0.0885,0.29,0.115,0.2705,0.093,0.066
15,0.5,0.179,0.375,0.14,0.604,0.242,0.1415
11,0.44,0.131,0.355,0.115,0.415,0.1585,0.0925
15,0.42,0.1135,0.325,0.115,0.2885,0.1,0.057
8,0.445,0.117,0.35,0.115,0.3615,0.1565,0.0695
10,0.38,0.085,0.29,0.105,0.257,0.099,0.051
11,0.32,0.049,0.245,0.075,0.1555,0.0585,0.038
8,0.255,0.027,0.195,0.065,0.08,0.0315,0.018
7,0.205,0.0155,0.155,0.045,0.0425,0.017,0.0055
12,0.565,0.23,0.45,0.16,0.795,0.3605,0.1555
11,0.555,0.255,0.425,0.18,0.875,0.3695,0.2005
17,0.65,0.33,0.515,0.16,1.1625,0.495,0.203
13,0.615,0.345,0.49,0.155,0.9885,0.4145,0.195
12,0.56,0.25,0.44,0.165,0.8,0.335,0.1735
13,0.48,0.155,0.37,0.12,0.514,0.2075,0.131
9,0.485,0.12,0.39,0.125,0.591,0.287,0.141
10,0.5,0.16,0.385,0.15,0.6265,0.2605,0.1665
14,0.525,0.255,0.405,0.15,0.795,0.3075,0.205
12,0.66,0.37,0.5,0.165,1.1905,0.4585,0.298
13,0.66,0.44,0.53,0.17,1.326,0.519,0.2625
13,0.52,0.22,0.4,0.145,0.66,0.267,0.1055
8,0.44,0.1175,0.34,0.105,0.364,0.148,0.0805
13,0.515,0.17,0.4,0.12,0.659,0.2705,0.179
11,0.475,0.155,0.35,0.115,0.452,0.1715,0.092
11,0.545,0.2185,0.415,0.15,0.7335,0.2795,0.163
14,0.47,0.185,0.355,0.13,0.5465,0.2005,0.126
10,0.35,0.06,0.255,0.065,0.179,0.0705,0.0385
12,0.485,0.168,0.355,0.13,0.581,0.245,0.132
12,0.435,0.096,0.33,0.125,0.406,0.1685,0.1055
7,0.28,0.0345,0.21,0.08,0.1085,0.041,0.0265
11,0.41,0.0985,0.32,0.115,0.387,0.165,0.1005
16,0.45,0.1275,0.35,0.14,0.474,0.21,0.109
14,0.45,0.1175,0.345,0.135,0.443,0.1975,0.0875
20,0.59,0.415,0.455,0.155,1.066,0.382,0.2275
17,0.57,0.305,0.44,0.14,0.9535,0.3785,0.201
10,0.61,0.345,0.475,0.15,0.9665,0.4145,0.2
11,0.61,0.35,0.475,0.14,1.133,0.5275,0.2355
10,0.56,0.26,0.425,0.14,0.9175,0.4005,0.1975
10,0.585,0.27,0.435,0.175,0.982,0.4055,0.2495
11,0.58,0.255,0.445,0.15,0.8865,0.383,0.209
17,0.63,0.515,0.48,0.175,1.3675,0.5015,0.3035
11,0.625,0.365,0.49,0.175,1.233,0.5565,0.247
14,0.55,0.245,0.425,0.15,0.806,0.376,0.171
19,0.645,0.435,0.525,0.19,1.4635,0.6615,0.3435
13,0.46,0.115,0.355,0.14,0.4935,0.216,0.133
11,0.41,0.11,0.305,0.1,0.363,0.1735,0.065
11,0.495,0.2,0.39,0.125,0.6655,0.284,0.162
10,0.52,0.195,0.425,0.17,0.6805,0.28,0.174
13,0.55,0.25,0.41,0.145,0.8285,0.3095,0.1905
14,0.45,0.15,0.335,0.14,0.4625,0.164,0.076
13,0.405,0.095,0.31,0.12,0.3095,0.138,0.058
13,0.51,0.235,0.4,0.15,0.745,0.2865,0.1675
9,0.37,0.075,0.29,0.115,0.25,0.111,0.057
18,0.525,0.205,0.41,0.175,0.874,0.3585,0.207
19,0.66,0.42,0.52,0.18,1.514,0.526,0.2975
12,0.535,0.24,0.42,0.15,0.6995,0.2575,0.153
13,0.575,0.3,0.455,0.18,0.8525,0.3015,0.1825
9,0.55,0.225,0.43,0.14,0.7135,0.2565,0.186
13,0.605,0.32,0.47,0.14,0.939,0.3385,0.201
12,0.605,0.36,0.495,0.145,1.054,0.369,0.2255
16,0.56,0.335,0.445,0.195,0.981,0.305,0.2245
17,0.535,0.25,0.42,0.145,0.926,0.398,0.1965
10,0.385,0.0835,0.315,0.11,0.286,0.1225,0.0635
13,0.39,0.0865,0.3,0.1,0.265,0.1075,0.06
11,0.47,0.166,0.345,0.115,0.4885,0.2005,0.108
12,0.515,0.2235,0.39,0.14,0.5555,0.2,0.1135
13,0.425,0.154,0.345,0.125,0.425,0.16,0.0795
9,0.345,0.059,0.27,0.09,0.195,0.078,0.0455
10,0.485,0.136,0.37,0.13,0.458,0.181,0.113
10,0.37,0.081,0.285,0.1,0.228,0.0675,0.0675
12,0.35,0.068,0.265,0.09,0.1775,0.0575,0.042
12,0.44,0.1515,0.345,0.17,0.4085,0.15,0.0825
4,0.195,0.012,0.145,0.05,0.032,0.01,0.008
9,0.325,0.06,0.24,0.075,0.155,0.0475,0.0355
18,0.495,0.169,0.37,0.125,0.4775,0.185,0.0705
15,0.45,0.1655,0.35,0.145,0.525,0.2085,0.1
13,0.415,0.148,0.345,0.135,0.3865,0.128,0.07
12,0.47,0.152,0.355,0.14,0.433,0.1525,0.095
7,0.32,0.049,0.24,0.085,0.17,0.0655,0.047
9,0.31,0.044,0.225,0.075,0.1295,0.0455,0.0335
7,0.235,0.0195,0.17,0.055,0.0515,0.018,0.0105
10,0.345,0.054,0.255,0.08,0.169,0.06,0.0425
18,0.485,0.195,0.38,0.14,0.673,0.2175,0.13
12,0.5,0.195,0.385,0.115,0.6785,0.2945,0.138
17,0.5,0.17,0.385,0.105,0.498,0.1795,0.1095
15,0.465,0.14,0.36,0.105,0.498,0.214,0.116
12,0.525,0.225,0.405,0.16,0.658,0.2655,0.1125
10,0.425,0.125,0.335,0.095,0.322,0.1205,0.061
8,0.38,0.09,0.305,0.095,0.2815,0.1255,0.0525
21,0.53,0.265,0.415,0.145,0.944,0.3845,0.185
10,0.34,0.065,0.265,0.085,0.1835,0.077,0.046
9,0.475,0.1335,0.365,0.115,0.49,0.223,0.1235
7,0.43,0.1405,0.34,0.12,0.391,0.1555,0.095
10,0.46,0.158,0.365,0.125,0.467,0.1895,0.0945
9,0.47,0.165,0.36,0.13,0.5225,0.198,0.1065
9,0.36,0.075,0.295,0.1,0.2105,0.066,0.0525
8,0.355,0.063,0.265,0.09,0.168,0.05,0.041
7,0.38,0.08,0.235,0.1,0.258,0.1055,0.054
6,0.355,0.055,0.26,0.085,0.1905,0.081,0.0485
14,0.44,0.16,0.345,0.12,0.487,0.1965,0.108
13,0.51,0.195,0.4,0.13,0.5735,0.219,0.1365
7,0.325,0.05,0.24,0.085,0.173,0.0795,0.038
13,0.62,0.39,0.485,0.18,1.1785,0.4675,0.2655
19,0.59,0.315,0.45,0.16,0.9,0.358,0.156
7,0.33,0.06,0.255,0.095,0.1875,0.0735,0.045
9,0.45,0.105,0.34,0.13,0.3715,0.1605,0.0795
11,0.445,0.105,0.33,0.12,0.347,0.12,0.084
6,0.33,0.035,0.215,0.075,0.1145,0.045,0.0265
9,0.48,0.17,0.375,0.145,0.777,0.216,0.13
11,0.46,0.155,0.35,0.12,0.4885,0.193,0.105
9,0.475,0.14,0.36,0.125,0.447,0.1695,0.081
5,0.255,0.025,0.18,0.065,0.079,0.034,0.014
6,0.335,0.06,0.245,0.09,0.1665,0.0595,0.04
11,0.47,0.145,0.35,0.13,0.466,0.1845,0.099
7,0.31,0.05,0.225,0.08,0.1345,0.054,0.024
10,0.37,0.075,0.28,0.11,0.2305,0.0945,0.0465
7,0.295,0.04,0.215,0.075,0.129,0.05,0.0295
17,0.555,0.295,0.435,0.165,0.97,0.336,0.2315
16,0.615,0.42,0.515,0.17,1.14,0.4305,0.2245
18,0.58,0.41,0.49,0.195,1.3165,0.5305,0.254
11,0.585,0.33,0.475,0.185,0.9585,0.4145,0.1615
18,0.65,0.53,0.525,0.18,1.626,0.597,0.3445
11,0.535,0.295,0.45,0.17,0.781,0.3055,0.1555
10,0.415,0.12,0.34,0.13,0.3675,0.146,0.0885
12,0.38,0.09,0.305,0.105,0.281,0.1045,0.0615
19,0.45,0.16,0.355,0.12,0.412,0.1145,0.0665
10,0.395,0.08,0.295,0.095,0.2245,0.078,0.054
11,0.455,0.16,0.35,0.12,0.4835,0.1815,0.144
15,0.485,0.18,0.38,0.15,0.605,0.2155,0.14
13,0.55,0.335,0.425,0.155,0.9175,0.2775,0.243
13,0.45,0.175,0.35,0.145,0.5425,0.1765,0.123
14,0.475,0.215,0.385,0.145,0.6175,0.235,0.108
17,0.5,0.205,0.38,0.155,0.655,0.2405,0.143
19,0.53,0.24,0.41,0.165,0.8115,0.24,0.169
21,0.49,0.17,0.39,0.15,0.573,0.225,0.124
23,0.49,0.24,0.385,0.15,0.7865,0.241,0.14
22,0.52,0.245,0.395,0.18,0.64,0.158,0.11
12,0.54,0.245,0.415,0.145,0.74,0.2635,0.168
11,0.5,0.19,0.375,0.115,0.5945,0.185,0.148
23,0.45,0.265,0.38,0.165,0.8165,0.25,0.1915
8,0.37,0.08,0.275,0.1,0.2225,0.093,0.026
7,0.37,0.07,0.275,0.1,0.2295,0.0885,0.0465
10,0.485,0.175,0.37,0.14,0.5725,0.204,0.1415
7,0.435,0.12,0.325,0.115,0.3915,0.154,0.094
16,0.535,0.29,0.405,0.185,0.8345,0.3175,0.1725
10,0.51,0.185,0.4,0.14,0.6515,0.2455,0.1665
15,0.565,0.255,0.44,0.185,0.909,0.344,0.2325
13,0.535,0.21,0.4,0.15,0.8045,0.3345,0.2125
16,0.535,0.345,0.405,0.125,0.927,0.26,0.1425
11,0.525,0.195,0.4,0.17,0.7305,0.279,0.2055
11,0.59,0.295,0.44,0.15,0.9555,0.366,0.2425
10,0.5,0.19,0.375,0.15,0.636,0.2535,0.145
5,0.255,0.025,0.19,0.075,0.0865,0.0345,0.0205
11,0.43,0.11,0.325,0.115,0.3865,0.1475,0.1065
9,0.38,0.085,0.29,0.12,0.283,0.1175,0.0655
4,0.165,0.005,0.11,0.02,0.019,0.0065,0.0025
7,0.315,0.04,0.23,0.09,0.1285,0.043,0.04
4,0.155,0.005,0.105,0.05,0.0175,0.005,0.0035
5,0.28,0.03,0.205,0.1,0.1165,0.0545,0.0285
13,0.43,0.14,0.335,0.12,0.444,0.155,0.1145
16,0.395,0.1195,0.315,0.105,0.3515,0.1185,0.091
12,0.385,0.0875,0.285,0.105,0.2905,0.1215,0.0685
14,0.48,0.173,0.385,0.135,0.536,0.1895,0.142
9,0.445,0.123,0.33,0.105,0.4525,0.18,0.103
12,0.395,0.1105,0.295,0.115,0.316,0.1205,0.0595
9,0.4,0.1175,0.3,0.125,0.417,0.191,0.09
10,0.415,0.144,0.325,0.14,0.417,0.1535,0.1015
11,0.315,0.0795,0.25,0.09,0.203,0.0615,0.037
10,0.345,0.0765,0.26,0.09,0.207,0.0775,0.0435
10,0.36,0.1005,0.295,0.13,0.2765,0.0895,0.057
7,0.295,0.032,0.225,0.09,0.1105,0.0405,0.0245
7,0.325,0.063,0.25,0.08,0.176,0.0595,0.0355
11,0.375,0.083,0.3,0.1,0.2465,0.104,0.0475
7,0.28,0.0335,0.205,0.055,0.1135,0.045,0.0275
8,0.355,0.0695,0.265,0.085,0.201,0.069,0.053
9,0.35,0.063,0.255,0.08,0.1915,0.08,0.0385
7,0.275,0.03,0.2,0.065,0.1035,0.0475,0.0205
8,0.29,0.035,0.205,0.07,0.0975,0.036,0.019
6,0.25,0.0245,0.19,0.06,0.0765,0.036,0.0115
4,0.18,0.0085,0.125,0.035,0.0265,0.0095,0.0055
2,0.15,0.005,0.1,0.025,0.015,0.0045,0.004
3,0.16,0.005,0.11,0.025,0.018,0.0065,0.0055
13,0.555,0.293,0.455,0.16,1.0575,0.3925,0.228
15,0.555,0.4405,0.44,0.15,1.092,0.416,0.212
15,0.525,0.295,0.41,0.13,0.99,0.3865,0.243
11,0.465,0.155,0.36,0.08,0.488,0.191,0.125
17,0.49,0.195,0.36,0.11,0.5005,0.161,0.107
10,0.4,0.1,0.305,0.085,0.297,0.108,0.0705
12,0.48,0.155,0.375,0.105,0.525,0.2185,0.1195
13,0.505,0.255,0.4,0.125,0.77,0.2735,0.159
15,0.52,0.165,0.4,0.12,0.6515,0.261,0.2015
11,0.525,0.275,0.4,0.13,0.8295,0.2405,0.1825
13,0.545,0.23,0.42,0.13,0.879,0.374,0.1695
15,0.52,0.265,0.4,0.12,0.823,0.298,0.1805
13,0.505,0.22,0.38,0.13,0.656,0.227,0.1785
18,0.525,0.29,0.425,0.12,0.8665,0.2825,0.176
10,0.51,0.175,0.39,0.125,0.6565,0.262,0.1835
12,0.52,0.205,0.385,0.115,0.669,0.2385,0.172
12,0.52,0.21,0.405,0.125,0.6435,0.2415,0.1735
14,0.535,0.32,0.41,0.135,0.862,0.2855,0.1525
10,0.445,0.125,0.345,0.09,0.3795,0.143,0.074
14,0.53,0.245,0.44,0.205,0.835,0.32,0.2175
8,0.36,0.06,0.265,0.09,0.2065,0.078,0.057
14,0.535,0.215,0.42,0.15,0.7365,0.2785,0.186
17,0.52,0.26,0.405,0.14,0.8175,0.2795,0.183
20,0.53,0.265,0.415,0.13,0.8425,0.275,0.1945
17,0.53,0.265,0.42,0.13,1.001,0.34,0.226
17,0.66,0.45,0.52,0.2,1.676,0.673,0.4805
9,0.52,0.16,0.385,0.14,0.6595,0.2485,0.2035
14,0.535,0.28,0.42,0.13,0.8055,0.301,0.181
15,0.695,0.39,0.515,0.175,1.5165,0.578,0.4105
13,0.51,0.195,0.39,0.105,0.612,0.187,0.15
10,0.485,0.14,0.355,0.12,0.547,0.215,0.1615
13,0.605,0.315,0.46,0.17,1.122,0.347,0.3045
13,0.58,0.275,0.455,0.165,1.1365,0.369,0.3005
20,0.65,0.525,0.515,0.175,1.4805,0.5295,0.272
13,0.62,0.35,0.505,0.185,1.5275,0.69,0.368
20,0.615,0.37,0.525,0.155,1.1375,0.367,0.236
15,0.605,0.41,0.495,0.19,1.437,0.469,0.2655
13,0.57,0.27,0.44,0.155,1.116,0.4775,0.2315
15,0.57,0.31,0.43,0.12,1.0615,0.348,0.167
15,0.585,0.325,0.405,0.15,1.2565,0.435,0.202
16,0.55,0.335,0.44,0.155,0.946,0.313,0.1825
17,0.54,0.3,0.44,0.135,0.959,0.2385,0.221
14,0.64,0.47,0.51,0.19,1.613,0.6215,0.361
14,0.61,0.32,0.47,0.145,1.153,0.403,0.296
11,0.545,0.3,0.45,0.15,0.978,0.3365,0.1905
13,0.59,0.32,0.445,0.13,1.1325,0.3825,0.234
9,0.345,0.07,0.27,0.095,0.197,0.0665,0.05
11,0.55,0.233,0.43,0.155,0.785,0.289,0.227
17,0.53,0.278,0.425,0.17,0.949,0.3485,0.2395
11,0.53,0.2965,0.455,0.165,0.9805,0.3155,0.2815
8,0.485,0.17,0.375,0.14,0.521,0.2,0.123
8,0.385,0.085,0.275,0.115,0.2685,0.0975,0.0825
9,0.455,0.12,0.34,0.135,0.462,0.1675,0.158
10,0.49,0.185,0.38,0.14,0.7605,0.245,0.167
11,0.53,0.31,0.41,0.165,0.732,0.189,0.17
15,0.505,0.2,0.385,0.145,0.6775,0.236,0.179
13,0.49,0.195,0.38,0.14,0.6385,0.2305,0.142
15,0.465,0.19,0.35,0.14,0.5755,0.2015,0.1505
15,0.47,0.195,0.36,0.145,0.537,0.1725,0.1375
13,0.56,0.3,0.41,0.165,0.93,0.3505,0.237
12,0.505,0.215,0.385,0.15,0.6415,0.246,0.152
10,0.515,0.255,0.435,0.145,0.8815,0.292,0.206
6,0.385,0.085,0.28,0.125,0.244,0.102,0.038
5,0.215,0.015,0.155,0.06,0.0525,0.021,0.0165
15,0.55,0.2905,0.415,0.175,1.042,0.3295,0.2325
9,0.515,0.1845,0.39,0.13,0.5755,0.1975,0.13
12,0.495,0.262,0.385,0.135,0.709,0.211,0.1375
9,0.505,0.1635,0.39,0.16,0.644,0.2475,0.2025
12,0.6,0.262,0.465,0.165,0.8875,0.309,0.246
10,0.57,0.263,0.465,0.16,0.8935,0.3145,0.2575
10,0.485,0.1685,0.375,0.135,0.556,0.1925,0.1315
9,0.47,0.1625,0.37,0.18,0.51,0.1915,0.1285
12,0.575,0.256,0.45,0.165,0.9215,0.3275,0.225
12,0.58,0.3635,0.465,0.16,1.0345,0.315,0.26
15,0.515,0.234,0.405,0.145,0.695,0.215,0.1635
11,0.53,0.214,0.41,0.155,0.7155,0.2805,0.1685
9,0.44,0.122,0.335,0.11,0.394,0.157,0.096
11,0.52,0.2885,0.42,0.16,0.745,0.255,0.157
11,0.425,0.117,0.345,0.11,0.3665,0.125,0.081
10,0.46,0.185,0.34,0.135,0.495,0.1655,0.117
10,0.45,0.115,0.335,0.125,0.349,0.119,0.1055
9,0.425,0.155,0.33,0.13,0.4405,0.152,0.0935
7,0.37,0.065,0.275,0.1,0.22,0.094,0.045
10,0.515,0.155,0.38,0.135,0.6615,0.2875,0.2095
7,0.405,0.095,0.305,0.12,0.3185,0.1235,0.0905
6,0.28,0.03,0.205,0.07,0.1015,0.041,0.03
15,0.48,0.24,0.4,0.125,0.759,0.2125,0.179
10,0.44,0.13,0.34,0.13,0.4195,0.153,0.1155
12,0.52,0.235,0.41,0.115,0.807,0.2855,0.179
12,0.505,0.285,0.405,0.14,0.875,0.2665,0.174
21,0.49,0.205,0.365,0.13,0.6835,0.165,0.1315
6,0.235,0.018,0.175,0.055,0.067,0.027,0.0125
5,0.255,0.023,0.185,0.06,0.088,0.0365,0.021
7,0.315,0.0535,0.24,0.085,0.1715,0.071,0.0345
7,0.325,0.049,0.25,0.08,0.1735,0.0765,0.0345
6,0.335,0.0575,0.25,0.08,0.183,0.0735,0.04
6,0.35,0.062,0.27,0.09,0.2055,0.075,0.0575
6,0.35,0.054,0.25,0.07,0.18,0.0655,0.048
7,0.36,0.0745,0.3,0.085,0.27,0.1185,0.064
7,0.365,0.0735,0.275,0.135,0.24,0.108,0.0445
6,0.37,0.0615,0.275,0.14,0.2215,0.097,0.0455
7,0.38,0.0605,0.275,0.095,0.1375,0.086,0.0585
6,0.385,0.086,0.29,0.095,0.312,0.143,0.0635
7,0.385,0.09,0.3,0.1,0.2895,0.1215,0.063
7,0.395,0.082,0.29,0.095,0.319,0.138,0.08
6,0.395,0.077,0.29,0.095,0.304,0.127,0.084
6,0.4,0.094,0.31,0.1,0.306,0.13,0.06
6,0.41,0.106,0.325,0.1,0.394,0.208,0.0655
7,0.415,0.109,0.32,0.11,0.3735,0.175,0.0755
6,0.415,0.091,0.305,0.1,0.325,0.156,0.0505
6,0.425,0.0945,0.325,0.1,0.398,0.1185,0.0645
9,0.44,0.1465,0.365,0.115,0.501,0.2435,0.084
7,0.445,0.1105,0.335,0.1,0.4895,0.2745,0.086
7,0.445,0.089,0.325,0.1,0.378,0.1795,0.1
8,0.45,0.1405,0.35,0.13,0.547,0.245,0.1405
8,0.47,0.169,0.375,0.12,0.5805,0.266,0.0935
9,0.475,0.172,0.365,0.125,0.5465,0.229,0.1185
8,0.48,0.175,0.365,0.135,0.6395,0.2945,0.113
9,0.485,0.1525,0.355,0.105,0.498,0.2175,0.096
8,0.49,0.1775,0.385,0.125,0.609,0.3065,0.096
9,0.495,0.214,0.41,0.125,0.7555,0.3355,0.129
9,0.5,0.166,0.4,0.125,0.5975,0.27,0.1275
8,0.505,0.239,0.44,0.14,0.8275,0.3415,0.1855
8,0.525,0.225,0.395,0.13,0.7635,0.3375,0.1425
9,0.54,0.202,0.405,0.125,0.891,0.4815,0.1915
11,0.54,0.21,0.42,0.14,0.805,0.369,0.1725
10,0.545,0.2375,0.44,0.135,0.9185,0.429,0.2015
8,0.55,0.283,0.43,0.125,0.923,0.4035,0.175
10,0.55,0.2875,0.45,0.15,1.0145,0.407,0.2015
10,0.55,0.2765,0.45,0.15,0.875,0.362,0.1755
9,0.555,0.2385,0.435,0.145,0.9685,0.4985,0.168
10,0.565,0.265,0.45,0.155,1.0595,0.4735,0.24
9,0.57,0.2745,0.455,0.15,0.952,0.3895,0.2155
10,0.57,0.194,0.435,0.13,0.7535,0.349,0.1755
9,0.575,0.2705,0.465,0.14,0.958,0.442,0.1815
9,0.59,0.3095,0.475,0.165,1.077,0.4545,0.244
12,0.59,0.33,0.46,0.13,1.102,0.455,0.2055
10,0.595,0.33,0.48,0.15,1.11,0.498,0.228
8,0.595,0.32,0.48,0.16,1.2095,0.5225,0.296
6,0.595,0.271,0.475,0.16,1.1405,0.547,0.231
12,0.595,0.305,0.465,0.14,1.113,0.5175,0.244
11,0.6,0.36,0.475,0.175,1.3445,0.549,0.2875
10,0.6,0.3205,0.475,0.155,1.21,0.653,0.1695
11,0.6,0.3445,0.495,0.175,1.29,0.606,0.276
10,0.605,0.3985,0.475,0.175,1.382,0.609,0.2325
9,0.605,0.325,0.455,0.16,1.1035,0.421,0.3015
12,0.615,0.292,0.5,0.175,1.377,0.5585,0.33
10,0.615,0.345,0.52,0.15,1.3435,0.629,0.2605
9,0.615,0.32,0.51,0.15,1.296,0.545,0.3315
12,0.615,0.41,0.505,0.165,1.34,0.5315,0.2815
11,0.62,0.3685,0.505,0.16,1.3725,0.6285,0.275
9,0.62,0.315,0.5,0.165,1.307,0.6355,0.2545
11,0.625,0.411,0.49,0.155,1.2085,0.465,0.162
11,0.625,0.381,0.49,0.2,1.3825,0.5895,0.285
14,0.63,0.406,0.505,0.165,1.26,0.4525,0.2755
9,0.635,0.39,0.51,0.17,1.3555,0.619,0.305
10,0.635,0.31,0.5,0.15,1.376,0.6495,0.361
9,0.635,0.2715,0.485,0.165,1.2945,0.668,0.2605
8,0.64,0.321,0.51,0.165,1.486,0.7595,0.332
11,0.65,0.399,0.525,0.175,1.4715,0.675,0.315
9,0.655,0.405,0.52,0.165,1.4095,0.586,0.291
